0,0,109
1,110,87
2,198,90
3,289,114
4,404,117
5,522,93
6,616,117
7,734,120
8,855,93
9,949,117
10,1067,120
11,1188,93
12,1282,117
13,1400,120
14,1521,116
15,1638,117
16,1756,120
17,1877,93
18,1971,117
19,2089,120
20,2210,120
21,2331,120
22,2452,91
23,2544,91
24,2636,91
25,2728,92
26,2821,94
27,2916,94
28,3011,94
29,3106,94
30,3201,94
31,3296,94
32,3391,94
33,3486,94
34,3581,94
35,3676,96
36,3773,96
37,3870,84
38,3955,91
39,4047,83
40,4131,81
41,4213,86
42,4300,90
43,4391,94
44,4486,118
45,4605,121
46,4727,94
47,4822,118
48,4941,121
49,5063,94
50,5158,118
51,5277,121
52,5399,94
53,5494,92
54,5587,94
55,5682,92
56,5775,94
57,5870,92
58,5963,94
59,6058,92
60,6151,92
61,6244,92
62,6337,93
63,6431,95
64,6527,95
65,6623,95
66,6719,95
67,6815,95
68,6911,95
69,7007,95
70,7103,95
71,7199,95
72,7295,95
73,7391,97
74,7489,97
75,7587,97
76,7685,97
77,7783,97
78,7881,97
79,7979,97
80,8077,97
81,8175,97
82,8273,121
83,8395,86
84,8482,85
85,8568,94
86,8663,94
87,8758,94
88,8853,94
89,8948,104
90,9053,91
91,9145,91
92,9237,91
93,9329,91
94,9421,91
95,9513,82
96,9596,86
97,9683,86
98,9770,86
99,9857,86
100,9944,110
101,10055,113
102,10169,112
103,10282,115
104,10398,112
105,10511,115
106,10627,112
107,10740,115
108,10856,112
109,10969,115
110,11085,112
111,11198,115
112,11314,112
113,11427,115
114,11543,112
115,11656,115
116,11772,112
117,11885,115
118,12001,112
119,12114,115
120,12230,115
121,12346,118
122,12465,91
123,12557,91
124,12649,91
125,12741,91
126,12833,91
127,12925,91
128,13017,91
129,13109,91
130,13201,91
131,13293,89
132,13383,91
133,13475,91
134,13567,91
135,13659,91
136,13751,91
137,13843,91
138,13935,91
139,14027,91
140,14119,91
141,14211,89
142,14301,85
143,14387,85
144,14473,85
145,14559,85
146,14645,85
147,14731,85
148,14817,85
149,14903,85
150,14989,85
151,15075,86
152,15162,92
153,15255,88
154,15344,89
155,15434,89
156,15524,88
157,15613,77
158,15691,86
159,15778,86
160,15865,86
161,15952,86
162,16039,86
163,16126,86
164,16213,86
165,16300,86
166,16387,90
167,16478,90
168,16569,90
169,16660,90
170,16751,90
171,16842,89
172,16932,89
173,17022,89
174,17112,89
175,17202,89
176,17292,89
177,17382,89
178,17472,89
179,17562,89
180,17652,90
181,17743,92
182,17836,92
183,17929,85
184,18015,86
185,18102,86
186,18189,86
187,18276,86
188,18363,86
189,18450,86
190,18537,86
191,18624,86
192,18711,86
193,18798,87
194,18886,89
195,18976,89
196,19066,86
197,19153,86
198,19240,86
199,19327,86
200,19414,86
201,19501,86
202,19588,86
203,19675,86
204,19762,87
205,19850,87
206,19938,87
207,20026,87
208,20114,87
209,20202,87
210,20290,87
211,20378,87
212,20466,87
213,20554,88
214,20643,90
215,20734,83
216,20818,81
217,20900,90
218,20991,90
219,21082,90
220,21173,90
221,21264,90
222,21355,90
223,21446,90
224,21537,83
225,21621,92
226,21714,92
227,21807,92
228,21900,92
229,21993,87
230,22081,83
231,22165,91
232,22257,106
233,22364,85
234,22450,93
235,22544,93
236,22638,93
237,22732,93
238,22826,93
239,22920,93
240,23014,116
241,23131,113
242,23245,116
243,23362,113
244,23476,116
245,23593,113
246,23707,116
247,23824,113
248,23938,116
249,24055,113
250,24169,116
251,24286,91
252,24378,93
253,24472,93
254,24566,93
255,24660,93
256,24754,93
257,24848,93
258,24942,93
259,25036,93
260,25130,93
261,25224,93
262,25318,95
263,25414,95
264,25510,95
265,25606,95
266,25702,95
267,25798,95
268,25894,95
269,25990,95
270,26086,93
271,26180,95
272,26276,95
273,26372,95
274,26468,95
275,26564,95
276,26660,95
277,26756,95
278,26852,95
279,26948,95
280,27044,93
281,27138,95
282,27234,95
283,27330,95
284,27426,95
285,27522,95
286,27618,95
287,27714,95
288,27810,95
289,27906,95
290,28002,93
291,28096,95
292,28192,80
293,28273,84
294,28358,88
295,28447,88
296,28536,88
297,28625,88
298,28714,88
299,28803,88
300,28892,84
301,28977,92
302,29070,92
303,29163,92
304,29256,92
305,29349,92
306,29442,93
307,29536,93
308,29630,93
309,29724,93
310,29818,93
311,29912,93
312,30006,93
313,30100,93
314,30194,93
315,30288,94
316,30383,96
317,30480,96
318,30577,96
319,30674,96
320,30771,89
321,30861,94
322,30956,94
323,31051,94
324,31146,94
325,31241,94
326,31336,94
327,31431,94
328,31526,94
329,31621,94
330,31716,95
331,31812,97
332,31910,97
333,32008,97
334,32106,97
335,32204,97
336,32302,90
337,32393,87
338,32481,87
339,32569,87
340,32657,87
341,32745,87
342,32833,87
343,32921,87
344,33009,87
345,33097,87
346,33185,88
347,33274,90
348,33365,90
349,33456,90
350,33547,90
351,33638,89
352,33728,89
353,33818,92
354,33911,108
355,34020,90
356,34111,90
357,34202,90
358,34293,90
359,34384,90
360,34475,81
361,34557,90
362,34648,90
363,34739,90
364,34830,90
365,34921,90
366,35012,81
367,35094,90
368,35185,90
369,35276,90
370,35367,90
371,35458,90
372,35549,90
373,35640,90
374,35731,90
375,35822,90
376,35913,98
377,36012,98
378,36111,98
379,36210,98
380,36309,98
381,36408,98
382,36507,98
383,36606,98
384,36705,98
385,36804,98
386,36903,98
387,37002,98
388,37101,98
389,37200,99
390,37300,82
391,37383,91
392,37475,91
393,37567,91
394,37659,91
395,37751,91
396,37843,91
397,37935,91
398,38027,91
399,38119,91
400,38211,92
401,38304,84
402,38389,91
403,38481,91
404,38573,91
405,38665,99
406,38765,98
407,38864,97
408,38962,97
409,39060,97
410,39158,97
411,39256,97
412,39354,97
413,39452,87
414,39540,97
415,39638,96
416,39735,99
417,39835,98
418,39934,94
419,40029,93
420,40123,90
421,40214,90
422,40305,90
423,40396,90
424,40487,90
425,40578,94
426,40673,108
427,40782,82
428,40865,86
429,40952,96
430,41049,94
431,41144,94
432,41239,94
433,41334,94
434,41429,94
435,41524,96
436,41621,96
437,41718,96
438,41815,96
439,41912,96
440,42009,90
441,42100,90
442,42191,90
443,42282,90
444,42373,90
445,42464,90
446,42555,90
447,42646,90
448,42737,90
449,42828,93
450,42922,93
451,43016,81
452,43098,90
453,43189,90
454,43280,90
455,43371,90
456,43462,90
457,43553,87
458,43641,91
459,43733,91
460,43825,91
461,43917,91
462,44009,91
463,44101,91
464,44193,91
465,44285,91
466,44377,91
467,44469,91
468,44561,91
469,44653,89
470,44743,89
471,44833,89
472,44923,89
473,45013,89
474,45103,89
475,45193,89
476,45283,89
477,45373,89
478,45463,90
479,45554,92
480,45647,92
481,45740,105
482,45846,78
483,45925,84
484,46010,87
485,46098,87
486,46186,87
487,46274,87
488,46362,88
489,46451,88
490,46540,88
491,46629,88
492,46718,88
493,46807,88
494,46896,88
495,46985,88
496,47074,88
497,47163,89
498,47253,91
499,47345,91
500,47437,91
501,47529,91
502,47621,91
503,47713,91
504,47805,91
505,47897,91
506,47989,81
507,48071,88
508,48160,81
509,48242,85
510,48328,99
511,48428,97
512,48526,78
513,48605,78
514,48684,87
515,48772,87
516,48860,87
517,48948,87
518,49036,87
519,49124,87
520,49212,77
521,49290,81
522,49372,106
523,49479,92
524,49572,86
525,49659,86
526,49746,86
527,49833,86
528,49920,86
529,50007,86
530,50094,77
531,50172,78
532,50251,81
533,50333,119
534,50453,93
535,50547,87
536,50635,87
537,50723,87
538,50811,87
539,50899,87
540,50987,87
541,51075,101
542,51177,96
543,51274,92
544,51367,91
545,51459,90
546,51550,89
547,51640,91
548,51732,91
549,51824,90
550,51915,91
551,52007,90
552,52098,89
553,52188,87
554,52276,87
555,52364,87
556,52452,87
557,52540,87
558,52628,87
559,52716,93
560,52810,79
561,52890,88
562,52979,88
563,53068,88
